n_radius	n_val	Epoch	Time(sec)	Loss_train	AUC_dev	AUC_test	Precision_test	Recall_test
2	1	1	74.7867849459999	3525.0357912170457	0.9645336959449251	0.9715589040707162	0.9601139601139601	0.8821989528795812
2	1	2	150.09086713899978	1168.5706794721773	0.9784688418982804	0.9794903446416663	0.9618528610354223	0.9240837696335078
2	1	3	224.85832565600003	899.9233731249276	0.9645128939514371	0.9672632982874332	0.9376693766937669	0.9057591623036649
2	1	4	299.62702926999964	622.520789103279	0.9865881884091292	0.98457696618851	0.9408740359897172	0.9581151832460733
2	1	5	373.7683101069997	372.69878062729106	0.986273968823286	0.9842151562876885	0.9296482412060302	0.9685863874345549
2	1	6	448.331826224	737.9124780372993	0.9861809072734719	0.9858184707501525	0.9487179487179487	0.9685863874345549
2	2	1	73.67733418299986	2164.8948748660023	0.9753089662024788	0.9778657472438599	0.9682080924855492	0.8769633507853403
2	2	2	147.6129978419999	1027.0286315582937	0.9839482017915335	0.9842541750024829	0.9175	0.9607329842931938
2	2	3	221.67027273299982	5814.795017156941	0.9877836065717281	0.9847897955419345	0.9251870324189526	0.9712041884816754
2	2	4	295.45164582499956	3548.5075390498573	0.9872846209569581	0.98658110926659	0.9341772151898734	0.9659685863874345
2	2	5	368.98029685599977	331.03696870730965	0.9820759114694471	0.9803806807701585	0.9031476997578692	0.9764397905759162
2	2	6	443.0774047679997	253.58155177514783	0.9886141549963123	0.9856694902027554	0.9357326478149101	0.9528795811518325
2	2	7	516.9559431089997	206.7070949325118	0.9827270001553858	0.9808453581918019	0.9124087591240876	0.981675392670157
2	2	8	591.4820788879997	124.85975193107706	0.9816579015904072	0.9815228649668696	0.9386189258312021	0.9607329842931938
2	2	9	665.5626886319997	88.237600084983	0.9820233866678922	0.981334865704678	0.9365482233502538	0.9659685863874345
2	2	10	739.6048406359996	70.95065253021912	0.9826897950876179	0.982005278167965	0.9365482233502538	0.9659685863874345
2	2	11	813.744741042	63.49594113158383	0.9825847454845085	0.9819839952326224	0.9408740359897172	0.9581151832460733
2	2	12	887.7679251109998	721.5585868356279	0.9820288580013876	0.9808843769065962	0.929471032745592	0.9659685863874345
2	2	13	961.1361201579998	38.73599282316914	0.9819697675996385	0.9797776642687893	0.9341772151898734	0.9659685863874345
2	3	1	73.57522779300007	4190.436445461447	0.9667647903976203	0.9734601796279743	0.8930348258706468	0.9397905759162304
2	3	2	147.36924160499984	1246.9281796570563	0.9746209038643349	0.9820017310120746	0.9666666666666667	0.9109947643979057
2	3	3	221.08308627299994	892.1297720091959	0.9789969882887645	0.9865527320194669	0.9338422391857506	0.9607329842931938
2	3	4	294.8976237910001	328942.63768263446	0.9815524461105494	0.9861164318449468	0.9523809523809523	0.9424083769633508
2	3	5	368.1291476040001	547.280658286471	0.9858385959678604	0.9872373331063153	0.9113300492610837	0.9685863874345549
2	3	6	441.8301797160002	621.5199265576098	0.9781031264326467	0.9859071496474127	0.967391304347826	0.9319371727748691
2	3	7	515.7891084590001	337.1228806736147	0.9846244793117592	0.986545637707686	0.9503916449086162	0.9528795811518325
2	3	8	589.6291427770002	276.9684720795474	0.9838951319076876	0.9880106130904242	0.967391304347826	0.9319371727748691
2	3	9	662.745062041	201.98676430031406	0.9850544104131067	0.9873721250301508	0.9346733668341709	0.9738219895287958
2	3	10	736.4046312099999	132.243645470362	0.9841748064761663	0.9890676655457654	0.9526315789473684	0.9476439790575916
2	3	11	810.3054343840004	81.49498531828061	0.9812025787091977	0.9879964244668624	0.9414758269720102	0.9685863874345549
2	3	12	883.67499684	49.268217706501375	0.979329307481898	0.9875281998893287	0.9414758269720102	0.9685863874345549
2	3	13	956.9982337729998	35.2004865742243	0.980050977544874	0.9884930262915195	0.9483204134366925	0.9607329842931938
2	3	14	1030.6184455849998	31.752736522501777	0.9791450512956061	0.9863966571602888	0.9392405063291139	0.9712041884816754
2	3	15	1104.380248032	24.439443444414117	0.9789860206586282	0.9864711474339874	0.9390862944162437	0.9685863874345549
2	3	16	1178.2012403560002	20.705678526177472	0.9789618918723281	0.986432128719193	0.9416243654822335	0.9712041884816754
2	4	1	73.69599434799966	11031.190801445768	0.9599861676784754	0.9656493423572979	0.8682926829268293	0.9319371727748691
2	4	2	147.32477927699983	536806.7972728848	0.9707600092215476	0.9748932306076987	0.891358024691358	0.9450261780104712
2	4	3	221.1120407869994	1015.4927086733302	0.9726087099713474	0.9787489890605712	0.9027431421446384	0.9476439790575916
2	4	4	295.30786971399993	9006.982377305885	0.9713045196561679	0.9734672739397551	0.9336870026525199	0.9214659685863874
2	4	5	369.03435230299965	563.7163115494986	0.9783348519612256	0.9818066374381021	0.954177897574124	0.9267015706806283
2	4	6	442.63080552300016	486.71021126839463	0.9754553139168524	0.9807460378268703	0.9333333333333333	0.9528795811518325
2	4	7	516.4335186869994	338.75864383115913	0.9741555148148555	0.9809021126860484	0.9376623376623376	0.9450261780104712
2	4	8	590.6214815399999	204.30066475401546	0.9757242757242757	0.9825905588898821	0.9081885856079405	0.9581151832460733
2	4	9	664.7671100799998	157.98301964669847	0.9750952344358937	0.9815618836816641	0.9175	0.9607329842931938
2	4	10	738.8533602289999	101.55637202003527	0.974577071280368	0.9815831666170064	0.9291139240506329	0.9607329842931938
2	4	11	813.0571242319993	67.38496522227672	0.974827370431766	0.9814058088224861	0.9338422391857506	0.9607329842931938
2	4	12	886.8697262599999	58.779889099602116	0.974504616262858	0.9802990961846791	0.9312977099236641	0.9581151832460733
2	4	13	960.3944714700001	44.651139951792096	0.9744113029827315	0.9811539607542673	0.9314720812182741	0.9607329842931938
0.9886774783978207	0.9457364341085271	0.9581151832460733
